    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update 
Compass Health,Jennings Senior Care Hospital,1 Hospital Drive,Suite 201,Jennings,LA,70546,,Jefferson Davis,337-824-1558,,,,http://www.compasshealthcare.com,30.2407134,-92.6618605,MH,2019-03-04 16:42:55.519
Jefferson Davis Behav Health Clinic,,1211 North Cutting Avenue,,Jennings,LA,70546,,Jefferson Davis,337-246-7325,,,337-475-8022,http://,30.232114,-92.6552846,MH,2018-05-02 12:33:06.988
Andrews Center Behavioral Healthcare,,575 West Highway 243,,Canton,TX,75103,,Van Zandt,903-567-4197,,,,http://www.andrewscenter.com,32.5428978,-95.8754879,MH,2019-02-07 13:46:14.52
Contemporary Family Services Inc,,501 Louisiana Street,,Mansfield,LA,71052,,De Soto,318-872-2085,,,,https://contemporaryservices.net/,32.03592,-93.7074368,MH,2019-03-04 11:50:04.99
Laurel Ridge Treatment Center,,17720 Corporate Woods Drive,,San Antonio,TX,78259,,Bexar,210-491-9400,Intakes,210-491-3591,800-624-7975 x3591,http://laurelridgetc.com,29.6031738,-98.4384242,MH,2019-03-04 17:39:40.834
Northeast Baptist,Geriatric Behavioral Health,8811 Village Drive,,San Antonio,TX,78217,,Bexar,210-297-2000 x2980,,210-297-7411,,http://,29.519092,-98.429478,MH,2017-02-27 11:25:37
Audubon Behav Healthcare of Longview,DBA Oceans Hospital of Longview,615 Clinic Drive,,Longview,TX,75605,,Gregg,903-212-3105,,,,http://www.oceanshealthcare.com,32.5372019,-94.7346246,MH,2019-02-07 13:20:53.44
Hector Garza Center,,620 East Afton Oaks Boulevard,,San Antonio,TX,78232,,Bexar,210-568-8600,,,210-517-4079,http://www.abraxasyfs.com,29.6069287,-98.4826602,MH,2018-11-07 14:45:57.099
Rehab of Cenla,Oakdale,905 East 7th Avenue,Suite 2,Oakdale,LA,71463,,Allen,318-335-1048,,,,http://,30.8173355,-92.6510895,MH,2017-02-27 11:25:37
Magnolia Behavioral Hospital,,22 Bermuda Lane,,Longview,TX,75605,,Gregg,903-291-3456,,,,http://www.longviewhospital.com,32.564351,-94.7641025,MH,2019-02-07 13:25:38.016
Center for Healthcare Services,Adult Mental Health,1920 Burnet Street,,San Antonio,TX,78202,,Bexar,210-261-1300,,210-261-1250,,http://chcsbc.org/,29.4287538,-98.4538343,MH,2019-03-04 17:39:52.44
Heart of Texas Region MHMR Center,Bosque County Office,407 South Hill Street,,Meridian,TX,76665,,Bosque,866-752-3451,,,254-752-3451,http://www.hotrmhmr.org,31.9227133,-97.652843,MH,2019-02-07 13:47:04.542
Andrews Center Behavioral Healthcare,,703 West Patten Street,,Mineola,TX,75773,,Wood,903-569-5409,,,,http://www.andrewscenter.com,32.6684023,-95.4965545,MH,2018-05-02 12:47:38.446
Center for Healthcare Services,Children Behavioral Health,227 West Drexel,,San Antonio,TX,78210,,Bexar,210-261-3500,,210-261-3350,,http://chcsbc.org/,29.4013815,-98.4768462,MH,2019-02-22 09:12:55.532
Nix Medical Center,Heritage Center,414 Navarro Street,"21st Floor, Heritage Center",San Antonio,TX,78205,2522,Bexar,210-579-3800,Intakes,877-231-4299,210-200-7086,http://www.nixhealth.com,29.4255828,-98.4894658,MH,2017-04-25 12:01:34
Family Service Association of,San Antonio Inc,702 San Pedro Avenue,,San Antonio,TX,78212,4610,Bexar,210-299-2400,,,,http://family-service.org,29.4397125,-98.4982673,MH,2019-03-04 17:40:06.467
Center for Healthcare Services,Crisis/Jail Diversion Program,601 North Frio Street,,San Antonio,TX,78207,,Bexar,210-261-3032,,210-261-1250,,http://www.chdsbc.org,29.4319347,-98.5050202,MH,2017-02-27 11:25:37
Center for Healthcare Services,,928 West Commerce,,San Antonio,TX,78207,,Bexar,210-261-1200,,210-261-1250,,http://chcsbc.org/,29.425803,-98.504536,MH,2019-03-04 17:39:55.436
Nix Behavioral Health ,,4330 Vance Jackson Road,,San Antonio,TX,78230,5321,Bexar,210-579-3800,,877-231-4299,,http://www.nixhealth.com,29.515142,-98.532908,MH,2017-02-27 11:25:37
Center for Healthcare Services,Northwest Clinic,5372 Fredericksburg Road,Building F,San Antonio,TX,78229,,Bexar,210-261-1600,,210-261-1250,,http://chcsbc.org/,29.5053332,-98.561805,MH,2019-03-04 17:39:53.394
Clarity Child Guidance Center,,8535 Tom Slick Drive,,San Antonio,TX,78229,,Bexar,210-616-0300,,,,http://www.claritycgc.org/,29.519966,-98.57623,MH,2017-02-27 11:25:37
Community Healthcore,,401 North Grove Street,Suite A,Marshall,TX,75670,3251,Harrison,903-938-7721,,800-446-8253,,http://www.communityhealthcore.com,32.5476913,-94.3716638,MH,2017-02-27 11:25:37
Methodist Specialty and,Transplant Hospital,8026 Floyd Curl Drive,,San Antonio,TX,78229,,Bexar,210-575-8521,,210-575-0500,,http://www.Sahealth.com,29.5140654,-98.576149,MH,2018-11-07 14:45:24.017
Southwest General Hospital,Behavioral Health,7400 Barlite Boulevard,,San Antonio,TX,78224,1308,Bexar,210-921-2000,,210-332-1341,,http://www.swgeneralhospital.com,29.3532906,-98.5454083,MH,2018-11-13 13:24:52.214
NLHSD Natchioches,,210 Medical Drive,,Natchitoches,LA,71457,6052,Natchitoches,318-357-3122,,,,http://,31.7286139,-93.0576199,MH,2017-02-27 11:25:37
Natchitoches Regional Medical Center,Behavioral Health,501 Keyser Avenue,,Natchitoches,LA,71457,,Natchitoches,318-214-4380,,,318-214-4200,http://www.nrmchospital.org,31.753465,-93.079106,MH,2017-02-27 11:25:37
San Antonio Behavioral Healthcare Hosp,,8550 Huebner Road,,San Antonio,TX,78240,1803,Bexar,210-541-5300,,210-541-5288,,http://www.sanantoniobehavioral.com,29.5162178,-98.6051725,MH,2019-02-26 12:07:44.303
Center for Healthcare Services,Justice Programs,2711 Palo Alto Road,,San Antonio,TX,78211,4545,Bexar,210-261-3200,,210-261-2600,,http://chcsbc.org/,29.3236079,-98.5533037,MH,2019-03-04 17:39:54.379
Crowley Behavioral Health Clinic,,1822 West 2nd Street,,Crowley,LA,70526,,Acadia,337-788-7511,,,,http://www.aahsd.org,30.201332,-92.3917865,MH,2018-09-05 11:00:23.47
CHRISTUS Coushatta Healthcare Ctr,,1635 Marvel Street,,Coushatta,LA,71019,,Red River,318-932-2276,,,,http://www.christushealth.org/,32.020562,-93.344046,MH,2019-02-07 16:41:40.452
Savoy Medical Ctr New Horizons,,1610 7th Street,,Mamou,LA,70554,,Evangeline,337-468-0110,,337-468-0482,,http://,30.6410501,-92.4184178,MH,2019-02-07 16:49:33.168
Lakes Regional MH/MR Center,DBA Lakes Regional Community Center,400 Airport Road,,Terrell,TX,75160,,Kaufman,972-524-4159,,972-388-2000,,http://www.lakesregional.org,32.7252175,-96.2764752,MH,2019-02-07 13:25:23.385
Compass Behavioral Center,Mamou,1510 Napoleon Street,,Mamou,LA,70554,,Evangeline,337-468-2333,,337-269-7170,,http://www.compasshealthcare.com,30.6426348,-92.4104891,MH,2019-03-04 13:59:49.555
Terrell State Hospital,,1200 East Brin Street,,Terrell,TX,75160,,Kaufman,972-551-8566,,,,http://www.dshs.texas.gov/transition/statehospitals.aspx,32.7413272,-96.2638992,MH,2019-03-04 17:39:57.423
Behavioral Health Ctr of Nueces County,Mental Health Services,1546 South Brownlee Boulevard,,Corpus Christi,TX,78404,,Nueces,361-886-6900,,361-886-6970,,http://www.BHCNC.org,27.7749152,-97.4039463,MH,2019-02-07 13:43:30.165
Nueces Center for Mental Health and,Intellectual Disabilities,1642 South Brownlee Boulevard,,Corpus Christi,TX,78404,,Nueces,361-886-1339,,361-886-6970,,http://www.bhcnc.org,27.7731704,-97.403011,MH,2018-12-11 11:47:13.48
Christus Spohn Memorial Hospital,Care Integrated Behavioral Health,2606 Hospital Boulevard,,Corpus Christi,TX,78405,,Nueces,361-902-4006,,,,http://www.christushealth.org/spohn/memorial,27.7800347,-97.4161098,MH,2019-03-04 17:38:52.226
Abrom Kaplan Memorial Hospital,Behavioral Health Unit,1310 West 7th Street,,Kaplan,LA,70548,2910,Vermilion,337-643-6009,,,,http://,30.007571,-92.2965062,MH,2017-02-27 11:25:37
Pecan Valley Centers,,1601 North Anglin Street,,Cleburne,TX,76031,,Johnson,817-558-1121,,800-772-5987,,http://www.pecanvalley.org,32.3688819,-97.3944674,MH,2017-02-27 11:25:37
Valley Coastal Bend Healthcare System,Corpus Christi Specialty Clinic,205 South Enterprize Parkway,,Corpus Christi,TX,78405,,Nueces,361-939-6510,,,,http://www.texasvalley.va.gov/,27.7622551,-97.464769,MH,2019-02-07 13:51:53.677
Hickory Trail Hospital,,2000 Old Hickory Trail,,Desoto,TX,75115,,Dallas,972-298-7323,,,,http://www.hickorytrail.com/,32.6280627,-96.8649627,MH,2019-03-04 17:40:19.082
Dallas Behavioral Healthcare Hospital,,800 Kirnwood Drive,,Desoto,TX,75115,2000,Dallas,972-982-0897,,,,http://www.dallasbehavioral.com,32.6423021,-96.8750193,MH,2017-02-27 11:25:37
Physicians Behavioral Hospital,,2025 Desoto Street,,Shreveport,LA,71103,,Caddo,318-550-0520,,,855-415-0040,http://www.pbhospital.com,32.472751,-93.770754,MH,2017-02-27 11:25:37
VA North Texas HCS/Dallas VAMC,,4500 South Lancaster Road,,Dallas,TX,75216,7167,Dallas,800-849-3597,,214-857-0853,,http://www.northtexas.va.gov/locations/directions.asp,32.693296,-96.7915235,MH,2018-03-07 17:18:12.579
Child and Family Guidance Center,Northeast Dallas/Mesquite,120 West Main Street,Suite 220,Mesquite,TX,75149,4224,Dallas,214-351-3490,,,,http://www.childrenandfamilies.info,32.7665395,-96.5999466,MH,2019-02-26 16:23:12.343
Metrocare Services,Lancaster/Kiest OP Clinic,3330 South Lancaster Road,,Dallas,TX,75216,4531,Dallas,214-371-6639,,,,http://www.metrocareservices.org,32.7070959,-96.8009268,MH,2017-02-27 11:25:37
Ville Platte Behavioral Health Center,,312 Court Street,,Ville Platte,LA,70586,,Evangeline,337-363-5525,,,,http://,30.687304,-92.279101,MH,2017-02-27 11:25:37
Community Enrichment Prog LLC,,842 Margaret Place,,Shreveport,LA,71101,,Caddo,318-675-0406,,,318-675-0403,http://www.communityenrichmentprogramsllc.com/,32.4963214,-93.7476545,MH,2019-03-04 16:43:10.492
Longleaf Hospital,,44 Versailles Boulevard,,Alexandria,LA,71303,,Rapides,318-445-5111,,,,http://LongleafHospital.com,31.2920452,-92.5050187,MH,2018-11-07 12:56:35.881
Behavioral Medicine Unit of Acadia,Saint Landry Hospital,810 South Broadway Street,,Church Point,LA,70525,,Acadia,337-684-4244,,337-684-4719,,http://www.compasshealthcare.com,30.3953471,-92.2112161,MH,2018-11-07 12:54:16.852
Brentwood Hospital,Brentwood Behavioral Health Company,1006 Highland Avenue,,Shreveport,LA,71101,,Caddo,318-678-7500,,877-678-7500,,http://www.brentwoodbehavioral.com/,32.5026171,-93.7391166,MH,2017-02-27 11:25:37
Nueces Center for Mental Health,Robstown Outpatient Clinic,1038 Texas Yes Boulevard,,Robstown,TX,78380,,Nueces,361-886-1445,,,,http://www.bhcnc.net,27.7870528,-97.6502219,MH,2018-11-13 12:33:18.866
Contemporary Family Service Inc,,200 North Thomas Drive,Suite 1,Shreveport,LA,71107,,Caddo,318-424-8345,,,318-424-4310,http://contemporaryservices.net/,32.5385611,-93.7634757,MH,2019-02-22 08:49:20.603
Shreveport Behavioral Health Clinic,,1310 North Hearne Avenue,,Shreveport,LA,71107,,Caddo,318-676-5111,,,,http://www.nlhsd.org,32.5397034,-93.7645588,MH,2018-11-07 12:54:39.456
Child and Family Guidance Center,South Dallas,210 West 10th Street,,Dallas,TX,75208,,Dallas,214-351-3490,,,,http://www.childrenandfamilies.org/,32.7447655,-96.8253412,MH,2019-03-04 17:40:13.182
Centro de Mi Salud LLC,,628 A Centre Street,,Dallas,TX,75208,,Dallas,214-941-0798,,,,http://centromisalud.com,32.7420475,-96.8333917,MH,2019-02-26 12:05:56.578
Christus Saint Frances Cabrini Hosp,,3330 Masonic Drive,,Alexandria,LA,71301,,Rapides,318-487-1122,,318-448-4186,,http://www.christushealth.org/,31.2833258,-92.4620057,MH,2019-03-04 16:42:51.689
Oceans Behavioral Hospital,Alexandria,2621 Bolton Avenue,,Alexandria,LA,71303,,Rapides,318-448-8473,,,318-880-0263,http://oceanshealthcare.com/alexandria,31.3236612,-92.4798511,MH,2019-03-13 17:12:32.783
Red River Behavioral Center LLC,,2800 Melrose Avenue,,Bossier City,LA,71111,,Bossier,318-549-2033,,,318-549-2708,http://,32.5459999,-93.7045315,MH,2018-05-02 12:33:02.053
Caring Choices Central Louisiana,Human Services District,242 West Shamrock Street,,Pineville,LA,71360,,Rapides,318-484-6850,,,,http://www.clhsd.org,31.3236761,-92.4362045,MH,2019-02-22 08:21:04.456
Texas Health Huguley,Behavioral Health,11801 South Freeway,,Fort Worth,TX,76115,,Tarrant,817-568-5950,,682-236-6023,,http://www.texashealthhuguley.org/care-service/behavioral-health,32.5866542,-97.3168914,MH,2019-02-26 12:08:42.11
Department of Veterans,Mental Health (116A),2495 Shreveport Highway,,Pineville,LA,71360,,Rapides,318-466-4635,,318-466-4457,,http://www.alexandria.va.gov/,31.3553571,-92.4371357,MH,2018-03-07 17:08:49.486
Childrens Health System of Texas,Childrens Medical Center Dallas,1935 Medical District Drive,,Dallas,TX,75235,,Dallas,214-456-5900,,,,http://www.childrens.com,32.8095005,-96.837669,MH,2017-02-27 11:25:37
UT Southwestern University Hospital,Zale Lipshy,5151 Harry Hines Boulevard,4th Floor,Dallas,TX,75390,,Dallas,214-645-4490,,214-630-7285,,http://www.utsouthwestern.edu,32.81067,-96.836651,MH,2017-02-27 11:25:37
Dr Joseph Henry Tyler Jr BH Clinic,,302 Dulles Drive,,Lafayette,LA,70506,,Lafayette,337-262-4100,,,,http://www.aahsd.org,30.219942,-92.057224,MH,2017-02-27 11:25:37
Community Support Services of,Louisiana,1140 Shirley Road,,Bunkie,LA,71322,,Avoyelles,318-346-8001,,,,http://www.Communitysupportservicesla.weebly.com,30.9595707,-92.1966665,MH,2019-03-04 16:43:15.366
Opelousas Mental Health Center,,220 South Market Street,,Opelousas,LA,70570,,Saint Landry,337-948-0226,,,,http://,30.533004,-92.084186,MH,2017-02-27 11:25:37
Lena Pope Home Inc,,601 West Sanford Street,,Arlington,TX,76011,,Tarrant,817-255-2652,,,,http://www.lenapope.org/index.php/lena-pope/,32.7433004,-97.1136887,MH,2019-03-04 17:40:30.446
Vermilion Behavioral Health System,,2520 North University Avenue,,Lafayette,LA,70507,,Lafayette,337-234-5614 x259,Intakes,337-234-5614 x199,337-210-1547,http://www.acadiavermilion.com,30.2713278,-92.0459197,MH,2018-06-12 14:04:21.068
Texas Health Behavioral Health Dallas,,8200 Walnut Hill Lane,,Dallas,TX,75231,,Dallas,214-345-7355,,682-236-6023,,http://www.thr.org,32.8794434,-96.7631714,MH,2017-02-27 11:25:37
Oceans Behavioral Hospital,,1310 Heather Drive,,Opelousas,LA,70570,,Saint Landry,337-948-8820,,,,http://www.obho.info,30.5081747,-92.0728778,MH,2018-11-07 12:58:56.144
Texas Health Behavioral Health Dallas,,8140 Walnut Hill Lane,Suite 204,Dallas,TX,75231,,Dallas,214-345-7355,,682-236-6023,,http://thr.org,32.8793122,-96.7664675,MH,2017-02-27 11:25:37
Texas Health Arlington Memorial Hosp,Behavioral Health,800 West Randol Mill Road,,Arlington,TX,76012,,Tarrant,817-960-6659,,682-236-6023,,http://www.texashealth.org/arlington/,32.7490985,-97.1159177,MH,2019-03-04 17:38:44.376
Millwood Hospital,,1011 North Cooper Street,,Arlington,TX,76011,,Tarrant,817-261-3121,,,,http://millwoodhospital.com,32.7509201,-97.1124275,MH,2019-03-04 17:39:45.992
Millwood Hospital,The Excel Center of Arlington,1111 North Cooper Street,,Arlington,TX,76011,,Tarrant,817-404-2207,,817-261-3121,,http://excelcenterarlington.com,32.7519503,-97.1132769,MH,2019-03-04 17:40:07.55
VA North Texas Healthcare System,Dallas VAMC/Fort Worth OP Clinic,2201 SE Loop 820,,Fort Worth,TX,76119,,Tarrant,817-730-0000 x23115,Intakes,817-730-0000,817-730-0102,http://,32.6699924,-97.299563,MH,2019-02-26 12:13:33.801
Beacon Behavioral Hospital,,323 Evergreen Street,,Bunkie,LA,71322,,Avoyelles,318-346-3143,,,,http://www.beaconbh.com,30.953037,-92.1772829,MH,2017-02-27 11:25:37
Bunkie General Hospital DPP,PACES,427 Evergreen Street,P.O. Box 380,Bunkie,LA,71322,,Avoyelles,318-346-9384,,,337-269-7170,http://www.compasshealthcare.com,30.9531495,-92.1763864,MH,2018-11-07 13:13:05.896
MH/MR/TC Circle Drive Clinic,,1200 Circle Drive,Suite 401,Fort Worth,TX,76119,,Tarrant,817-569-4750 x4756,,817-335-3022,,http://www.mhmrtc.org,32.6736854,-97.3014977,MH,2017-02-27 11:25:37
VA Healthcare Systems,Lafayette Community Based Outpatient,309 Saint Julien Avenue,,Lafayette,LA,70506,,Lafayette,337-706-3415,,337-706-1940,,http://,30.2135118,-92.0289644,MH,2018-05-02 12:32:59.852
Compass Behavioral Center,Lafayette,1015 Saint John Street,,Lafayette,LA,70501,,Lafayette,337-269-5000,Intakes,337-269-7170,888-640-5433,http://www.compasshealthcare.com,30.222172,-92.0226126,MH,2019-03-04 13:59:30.448
Rehabilitation Service of Acadiana,,1017 Saint John Street,,Lafayette,LA,70501,6711,Lafayette,337-261-2300,,,,http://www.carf.org/providerProfile.aspx?cid=232636,30.2219244,-92.0225935,MH,2019-02-22 08:22:41.59
North Fork Educational Center,,3001 Elm Grove Road,,Wylie,TX,75098,,Collin,972-412-2444,,,,http://www.nfedcenter.org,32.966202,-96.534919,MH,2018-11-07 13:21:24.635
Mesa Springs,,5560 Mesa Springs Drive,,Fort Worth,TX,76132,,Tarrant,817-292-4600,,,,http://www.mesasprings.com,32.6398018,-97.4127641,MH,2019-02-26 12:05:25.394
Medical City Green Oaks Hospital,,7808 Clodus Fields Drive,,Dallas,TX,75251,,Dallas,972-991-9504,,,,http://www.greenoakspsych.com/,32.9128472,-96.7715146,MH,2017-07-26 15:25:39.631
Compass Behavioral Center,Lafayette,312 Youngsville Highway,,Lafayette,LA,70508,,Acadia,337-534-4655,,888-640-5433,,http://compasshealthcare.com,30.1554373,-91.9920258,MH,2018-09-18 10:50:43.581
Texas Health Behavioral Health,Southwest,7213 Red Hawk Court,,Fort Worth,TX,76132,,Tarrant,682-236-3662,,682-236-6023,,http://www.texashealth.org/,32.6533258,-97.4200324,MH,2019-02-22 09:00:08.31
Oceans Behavioral Hospital,Broussard,420 Albertson Parkway,,Broussard,LA,70518,,Lafayette,337-237-6444,,,337-839-9008,http://www.obhb.info,30.1377105,-91.9806477,MH,2019-03-04 15:25:18.77
New Horizons Ranch and Center,The Ranch,850 FM 574 West,,Goldthwaite,TX,76844,,Mills,325-938-5518,,,,http://www.newhorizonsinc.com/ranch/,31.4546838,-98.7085047,MH,2019-03-04 17:38:39.819
WellBridge Healthcare of Fort Worth,,6200 Overton Ridge Boulevard,,Fort Worth,TX,76132,,Tarrant,817-361-1991 x302,,817-361-1991,,http://www.oceansfortworth.com,32.6801752,-97.4191242,MH,2018-05-29 15:57:17.736
MH/MR/TC Fair West Clinic,Mental Health Services,1527 Hemphill Street,,Fort Worth,TX,76104,4706,Tarrant,817-569-5900,Intakes,817-335-3022,800-866-2465,http://www.mhmrtc.org,32.7275248,-97.3303061,MH,2018-11-13 12:32:45.219
JPS Health Network ,JPS Behavioral Center/Northeast,3200 West Euless Boulevard,,Euless,TX,76040,,Tarrant,817-702-3100,,,,http://www.jpshealthnet.org,32.816923,-97.136984,MH,2018-11-13 12:33:50.773
MH/MR/TC Homeless Services Clinic,CJ Impact,1350 East Lancaster,,Fort Worth,TX,76102,,Tarrant,817-569-5400,,,,http://www.mhmrtarrant.org,32.7458142,-97.3146289,MH,2019-03-04 14:38:44.33
Methodist Richardson Medical Center,,401 West Campbell Road,,Richardson,TX,75080,,Dallas,469-204-6900,,469-204-6920,,http://www.methodisthealthsystem.org,32.974359,-96.726628,MH,2017-02-27 11:25:37
Cook Childrens Medical Center,,801 7th Avenue,,Fort Worth,TX,76104,,Tarrant,682-885-1050,,682-885-3917,,http://www.cookchildrens.org,32.736965,-97.341537,MH,2017-02-27 11:25:37
Glen Oaks Hospital,,301 Division Street,,Greenville,TX,75401,,Hunt,903-454-6000,,,800-443-1109,http://www.glenoakshospital.com/,33.123115,-96.082102,MH,2019-02-26 12:10:30.495
Lakes Regional MH/MR Center,Lakes Regional Community Center,4200 Stuart Street,,Greenville,TX,75401,,Hunt,903-455-3987,,,888-800-6799,http://www.lakesregional.org,33.1267631,-96.1060307,MH,2018-11-07 14:39:34.907
Lena Pope Home Inc,,3200 Sanguinet Street,,Fort Worth,TX,76107,,Tarrant,817-255-2652,,,,http://www.lenapope.org/index.php/lena-pope/,32.7286851,-97.3918681,MH,2019-03-04 17:40:20.115
Medical City North Hills Hospital,,4401 Booth Calloway Road,,North Richland Hills,TX,76180,7399,Tarrant,817-255-1000,,817-213-7357,,http://medicalcitynorthhills.com/,32.8292376,-97.2135241,MH,2019-03-04 17:38:50.093
MH/MR/TC Mid Cities Clinic,,4525 City Point Drive,,North Richland Hills,TX,76180,8305,Tarrant,817-569-5800,Intakes,817-335-3022,800-866-2465,http://www.mhmrtarrant.org/,32.8298078,-97.2205936,MH,2017-02-27 11:25:37
Genesis Behavioral Hospital,,606 Latiolais Drive,,Breaux Bridge,LA,70517,,Saint Martin,337-442-6254,,337-442-6254 x301,,http://www.genesisbh.com/,30.2934269,-91.9061839,MH,2019-02-07 16:51:49.718
Child and Family Guidance Center,Collin County/Plano,4031 West Plano Parkway,Suite 211,Plano,TX,75093,5627,Collin,214-351-3490,,,,http://www.childrenandfamilies.org/,33.0113045,-96.7708274,MH,2019-03-04 17:39:09.876
